name,density,spg,volume,SiOSi_average,SiOSi_gmean,SiOSi_hmean,SiOSi_max,SiOSi_mean,SiOSi_min,SiOSi_skew,SiOSi_std,SiOSi_var,SiO_average,SiO_gmean,SiO_hmean,SiO_max,SiO_mean,SiO_min,SiO_skew,SiO_std,SiO_var,ASA,AV,NASA,NAV,VolFrac,largest_free_sphere,largest_included_sphere,largest_included_sphere_free,max_dim,min_dim,mode_dim,g_gbr,k_gbr
JBW,1.87375491196,51,17.7490886,159.204110403,158.943183825,158.698624897,180,159.204110403,153.172459126,1.69712063538,9.4074052848,88.4992741925,1.60903707908,1.60903707342,1.60903706776,1.60922800868,1.60903707908,1.60894161429,0.707106781184,0.000135007611342,1.82E-08,0,0.0102255,13.2471,0,0.01916,3.32384,3.85599,3.63501,1,1,[1],39.1940203013,88.2292459242
JOZ,1.63278323035,57,20.368559236,139.967441963,139.173034838,138.469183812,180,139.967441963,131.27633129,1.73856609908,15.8083230012,249.903076111,1.61232121342,1.61232108894,1.61232096444,1.61294842813,1.61232121342,1.61122222332,-0.656675129214,0.000633507145358,4.01E-07,0,0.0258211,149.03,0,0.04216,3.0963,4.42457,4.42457,3,3,[3],20.7345799743,46.2237747051
JRY,1.84323991768,24,18.0429262778,152.481460513,152.069663805,151.674274246,175.799195338,152.481460513,139.161538733,0.866123478526,11.4263317448,130.561057143,1.61012203571,1.61012181446,1.61012159322,1.61118247537,1.61012203571,1.60911712313,0.0983903657914,0.000844090203101,7.12E-07,171.109,0.0219723,0,0,0.0405,3.72442,4.10173,4.10173,1,1,[1],29.0852391949,61.8697671472
JSN,1.78307386755,13,18.6517466003,145.221907171,145.044050617,144.870623606,159.909868863,145.221907171,134.903312712,0.82571302403,7.27783348183,52.9668601892,1.60946474493,1.60946461333,1.60946448168,1.61001143357,1.60946474493,1.60835532311,-1.04541555918,0.000650772937982,4.24E-07,0,0.0287595,226.645,0,0.05128,3.05523,4.53475,4.52194,1,1,[1],22.4666527541,43.5456699254
JST,1.42753226436,205,23.2971560625,129.270623062,129.264605385,129.258611316,131.230762054,129.270623062,127.972661872,0.611417839913,1.24974990676,1.56187482945,1.61217447041,1.6121744617,1.61217445299,1.61236421028,1.61217447041,1.61190409102,-0.679949046361,0.000167598927356,2.81E-08,0,0.072377,441.465,0,0.10332,3.33236,4.94733,4.94733,3,3,[3],18.9212028337,28.8503179554
JSW,1.83755801571,61,18.0987167005,146.08009214,145.849124833,145.620137726,160.289121469,146.08009214,132.932442661,0.277149257248,8.24724569907,68.0170616208,1.60993077229,1.60993046663,1.60993016091,1.61100474892,1.60993077229,1.60824617735,-0.600465361655,0.000991926825877,9.84E-07,0,0,219.297,0.025817,0,2.17672,4.98415,4.98415,0,0,[0],24.2305778434,37.3008937173
KFI,1.49377247895,229,22.264061238,149.177009138,149.1742288,149.171440211,150.171904375,149.177009138,147.70086549,-0.726866681245,0.909426749917,0.827057013465,1.60918728181,1.60918728181,1.60918728181,1.60918728181,1.60918728181,1.60918728181,-0.880047916041,8.60E-16,7.39E-31,0,0.094312,613.226,1.34E-05,0.14088,3.63866,10.15745,10.15744,3,3,[3],21.7137335519,56.749469411
LAU,1.79555058432,12,18.5221414743,144.145830967,144.135752827,144.125740716,148.164104961,144.145830967,141.904857968,0.852928211169,1.71015232695,2.92462098138,1.60982676876,1.6098265051,1.60982624149,1.61108309581,1.60982676876,1.60889892786,0.489433276847,0.000921439006692,8.49E-07,389.344,0.0420597,0,0,0.07552,3.66761,5.48412,5.46969,1,1,[1],25.1144876307,41.6506172609
LEV,1.58908862928,166,20.9286262165,150.041279573,149.939847282,149.838429066,157.473844972,150.041279573,142.666064189,-0.00362420021076,5.51527358967,30.418242769,1.60967301291,1.60967282808,1.6096726432,1.61021840397,1.60967301291,1.6085822308,-0.707106781185,0.000771299429694,5.95E-07,0,0.0679261,561.453,0,0.10794,3.13253,6.38923,6.38923,2,2,[2],23.827238607,52.0369159005
LIO,1.81118571886,6,18.2303336913,152.461847069,151.957928507,151.440937898,172.186640092,152.461847069,132.11652453,-0.422672690292,12.2256725614,149.467069579,1.60931816581,1.60931780231,1.60931743875,1.6107626882,1.60931816581,1.60786583519,-0.363906276987,0.00108156566172,1.17E-06,0,0,259.274,0.0312541,0,1.8982,5.56452,5.56247,0,0,[0],25.9280907455,43.2893969155
LOS,1.86913895573,6,17.3564468907,159.823883908,159.644339578,159.457507494,165.036454999,159.823883908,139.07202834,-1.19064191129,7.42642145589,55.1517356405,1.61047156301,1.61047125332,1.61047094369,1.61196949327,1.61047156301,1.6095642027,0.476344175602,0.00099884391315,9.98E-07,0,0,336.298,0.0395255,0,2.16031,5.86486,5.85558,0,0,[0],33.8361912374,65.670629
LOV,1.67666157311,131,19.8355127119,146.211419759,145.747030851,145.28059705,166.899706199,146.211419759,131.051614184,-0.0285107510621,11.6169833809,134.954302872,1.60863029573,1.60862983289,1.60862937028,1.61138909362,1.60863029573,1.60750716949,0.956645416633,0.0012205668512,1.49E-06,0,0.0274356,51.3929,0,0.046,3.37722,4.26995,3.73556,3,3,[3],24.8744686695,48.8238344974
LTA,1.41417084281,221,23.5172731189,149.730598346,149.661540198,149.592515325,154.39899515,149.730598346,145.184341976,0.00108209968057,4.54707665747,20.6759061289,1.60851619096,1.60851619096,1.60851619096,1.60851619096,1.60851619096,1.60851619096,0.760929216963,4.51E-16,2.03E-31,789.683,0.126704,63.7889,0.00760874,0.17918,3.81365,10.24531,10.2302,3,3,[3],22.8353218171,55.6600504754
LTF,1.73502411115,176,19.0305828141,148.107250767,147.966220692,147.82830784,164.088986204,148.107250767,140.871916528,0.821221693695,6.53537613193,42.7111411858,1.6101128531,1.61011275586,1.61011265858,1.61049216324,1.6101128531,1.60869118371,-1.70039109532,0.000559476335571,3.13E-07,238.26,0.0513661,141.73,0.000617153,0.08656,7.09551,7.75627,7.71704,3,1,[1],22.5314552006,47.1674770457
LTJ,1.85036261957,92,17.9734726562,148.781737148,148.646048075,148.507249048,155.052099315,148.781737148,137.02228001,-0.787263090935,6.28012833427,39.4400118949,1.61004861938,1.6100485613,1.61004850321,1.61048111342,1.61004861938,1.60961612535,1.16E-12,0.000432494032488,1.87E-07,0,0.00777149,0,0,0.01438,2.67983,3.63265,3.63159,3,3,[3],30.8237487457,52.6208036392
LTL,1.66822367453,175,19.9358410115,146.164461571,146.075497898,145.987202073,152.992618797,146.164461571,138.157152562,0.328823350226,5.11752569511,26.1890692401,1.60947071617,1.6094705611,1.60947040602,1.61027860457,1.60947071617,1.60855767683,-0.21995677235,0.00070648925787,4.99E-07,500.547,0.0805172,0,5.99E-05,0.13432,7.09968,9.61198,9.61198,1,1,[1],19.5395967658,47.6049706658
LTN,1.72339467775,3,19.2184155875,149.404782765,149.116839971,148.842318527,173.892522903,149.404782765,137.69085188,1.26098414486,9.50138506343,90.2763181235,1.61059461525,1.61059416263,1.6105937098,1.61161502615,1.61059461525,1.60855715469,-0.987807137799,0.0012071565133,1.46E-06,0,0,365.347,0.0514166,0,1.6801,9.57627,9.57627,0,0,[0],22.1933497857,39.5438684908
MAR,1.85152539578,176,17.7720200694,149.801166967,149.378383857,148.952400056,166.861188593,149.801166967,131.805819902,-0.0635605840031,11.2086255072,125.633285761,1.6091360433,1.6091358885,1.60913573374,1.61025412868,1.6091360433,1.60863757684,0.740163618309,0.00070589720012,4.98E-07,0,0,260.786,0.0307304,0,2.03312,5.65798,5.64792,0,0,[0],27.4886794573,41.5481792971
MAZ,1.66145229517,176,20.0170910977,147.814060528,147.657568821,147.504475687,163.057210219,147.814060528,140.637589172,0.744701370642,6.87465675269,47.2609054673,1.61084872748,1.61084867043,1.61084861337,1.61115185208,1.61084872748,1.61024247826,-0.707106781187,0.000428682932484,1.84E-07,282.378,0.0615007,140.02,0,0.10218,7.10009,7.68968,7.55125,3,1,[1],21.4805789954,50.4663143735
MEI,1.46350666841,11,22.7244895189,144.22268778,144.046150145,143.882003327,180,144.22268778,131.209006548,2.80230912924,7.43215221232,55.2368865071,1.60994385137,1.60994378103,1.6099437107,1.61049526277,1.60994385137,1.6091435129,-0.296917613166,0.000475871860564,2.26E-07,875.312,0.121572,0,0,0.17792,6.47433,7.66225,7.66225,1,1,[1],17.5608186699,38.7937694014
MEL,1.73205244892,119,19.2011748649,152.75602275,152.502794158,152.254349713,167.48178354,152.75602275,141.1553214,0.494878546831,8.87250417317,78.721330303,1.60944481516,1.60944452811,1.60944424115,1.61149245835,1.60944481516,1.60816522458,0.704539409399,0.000961362260685,9.24E-07,505.663,0.0569154,0,0,0.09858,4.78426,6.87178,6.74219,3,3,[3],25.7519009646,61.4179799152
MEP,1.78291569645,223,18.6534012871,168.192010475,167.864223789,167.523303298,180,168.192010475,146.246421806,-0.848543421175,10.2964449046,106.016777673,1.60948822175,1.60948816744,1.60948811311,1.60977287165,1.60948822175,1.60848363353,-1.64557703749,0.000418075467618,1.75E-07,0,0,192.538,0.0216276,0,1.38424,4.95291,4.94777,0,0,[0],46.3633928123,93.2119407104
MER,1.63366190146,139,20.357603931,147.433276768,147.426160104,147.41902234,148.832849422,147.433276768,145.277911702,-0.453321818551,1.44642747886,2.0921524516,1.60977484359,1.60977484359,1.60977484359,1.60977484359,1.60977484359,1.60977484359,-0.956400493225,5.59E-16,3.13E-31,301.458,0.0416979,0,0,0.06812,3.79938,6.24773,6.24773,3,3,[3],25.5086228886,52.3070203706
MFI,1.83796308812,62,18.0947278876,148.076416136,147.890245119,147.702860707,164.196595105,148.076416136,131.960294749,-0.0762817821102,7.40385678218,54.8170952511,1.61007644939,1.61007613314,1.61007581678,1.61126234414,1.61007644939,1.60791504414,-0.739804663338,0.00100899856004,1.02E-06,400.184,0.0401642,0,0,0.07382,4.29903,5.94159,5.93816,3,3,[3],23.42298356,41.780176687
MFS,1.74039926644,44,19.1090875458,154.474732654,154.321170253,154.166676238,164.377511669,154.474732654,144.327626398,-0.204788596468,6.86359456494,47.1089303519,1.60987092989,1.60987079622,1.60987066255,1.61082681853,1.60987092989,1.60885273975,-0.0379428852773,0.00065603685087,4.30E-07,394.833,0.0491269,0,0,0.0855,4.94279,6.22239,6.21042,2,2,[2],26.6298235918,65.7947887269
MON,1.76076983835,141,18.888012063,157.722788488,157.194062843,156.693223611,180,157.722788488,147.718298297,0.973026830189,13.2438539818,175.39966829,1.60860206302,1.60860206302,1.60860206302,1.60860206302,1.60860206302,1.60860206302,-0.01084190455,5.74E-16,3.30E-31,0,0.0166633,5.82604,0,0.02934,3.13631,3.76288,3.75934,3,3,[3],39.1338203647,87.9494291674
MOR,1.69389162563,63,19.633748372,155.995154623,155.696086337,155.412916221,180,155.995154623,147.613861966,1.36643362177,9.92199315625,98.4459481927,1.60946809825,1.60946794684,1.60946779545,1.61039067201,1.60946809825,1.60879381262,0.384672954148,0.000698162469353,4.87E-07,373.856,0.0573711,54.0133,0,0.09718,6.03797,6.19601,6.19601,1,1,[1],29.0056491302,74.3991287247
MOZ,1.69252029448,175,19.649656229,146.713280805,146.618564706,146.52504691,160.442078834,146.713280805,138.896330115,0.553453232547,5.30447353463,28.1374394796,1.6101670351,1.61016660921,1.61016618367,1.61318564587,1.6101670351,1.60903872365,1.67913311838,0.00117158651098,1.37E-06,304.276,0.0617998,148.475,9.27E-05,0.10666,7.13809,9.63325,9.63325,3,1,[1],19.8716436479,46.4002593823
MSE,1.63280018952,136,20.3683476768,150.064739965,149.878019076,149.698855228,176.771899193,150.064739965,139.636320118,1.4031024092,7.64750074171,58.4842675944,1.60953891093,1.60953879759,1.60953868427,1.61040553039,1.60953891093,1.6087717791,0.379138860678,0.000604049228652,3.65E-07,678.25,0.0816148,0,2.45E-05,0.13326,6.01025,6.50057,6.48726,3,3,[3],22.9128949336,52.1688162902
MSO,1.77868197507,148,18.6978011883,149.657277688,149.592692917,149.529189102,157.545252346,149.657277688,144.808837471,0.867190369521,4.43315130339,19.6528304788,1.6091981765,1.60919794856,1.60919772065,1.61052242254,1.6091981765,1.60818066337,0.421433778005,0.000856574086177,7.34E-07,0,0,393.365,0.0489578,0,1.64391,6.82974,6.82974,0,0,[0],27.1256306709,44.6827325511
MTF,2.06932651309,12,16.0716260757,151.162190708,150.885239258,150.611830121,167.753688457,151.162190708,135.627493036,0.400570951494,9.20872855035,84.800681514,1.60853869153,1.60853845573,1.60853821997,1.60991635803,1.60853869153,1.60757783278,0.341538846256,0.000871014099487,7.59E-07,0,0.0231477,193.195,0,0.0479,3.63125,5.59384,5.59384,1,1,[1],26.4479917015,53.4196860286
MTN,1.71329049094,227,19.4114437236,174.955082293,174.903165566,174.850875561,180,174.955082293,169.354608406,-0.450522103099,4.2461457774,18.0297539629,1.61020703894,1.61020560041,1.61020416054,1.61155562186,1.61020703894,1.60649716403,-1.04702057233,0.00215135768055,4.63E-06,0,0,258.748,0.0320554,0,2.20889,6.41797,6.4044,0,0,[0],43.5270664911,103.424695971
MTT,1.81650619782,59,18.308465992,163.086556725,162.666026634,162.244314308,180,163.086556725,143.390458921,-0.0281529476664,11.6846070421,136.530041729,1.60935950366,1.60935934495,1.60935918623,1.61022231113,1.60935950366,1.6084407079,-0.228871223272,0.00071469663882,5.11E-07,296.817,0.0316984,0,0,0.05758,4.55815,5.54495,5.48231,1,1,[1],38.5575245326,87.4288588328
MTW,1.81904824444,12,18.2828806485,157.438995569,156.822648927,156.208076328,180,157.438995569,131.627818512,0.140493893102,13.9434314798,194.419281432,1.60962787672,1.60962763885,1.60962740095,1.61102127753,1.60962787672,1.60814917728,-0.274556904955,0.000875042117684,7.66E-07,353.615,0.0387237,0,0,0.07044,5.09995,5.31344,5.31344,1,1,[1],31.1762807561,54.664148155
MVY,2.0930339013,58,15.8895858907,151.004272101,149.654618668,148.367452192,180,151.004272101,130.350870773,0.495436195293,20.5665629856,422.983513042,1.61102190837,1.61102110402,1.6110202993,1.61229644358,1.61102190837,1.60875143563,-0.691249861639,0.00160949039924,2.59E-06,0,0,0,0.000544667,0,2.45874,2.9958,2.99537,0,0,[0],29.0207260316,48.3547588601
MWW,1.58973341052,10,20.9201377582,153.996357637,153.542350944,153.100039473,180,153.996357637,139.31856612,0.538810983399,11.966962069,143.208181161,1.60937089526,1.60936981265,1.60936872974,1.61188420014,1.60937089526,1.6051126,-0.342934329778,0.00186647542341,3.48E-06,689.93,0.0898143,0,0,0.14278,4.17151,9.28791,5.72769,2,2,[2],26.9832937726,63.6084311662
NAB,1.60525031095,119,20.7179165269,140.618747796,140.262548957,139.913714702,152.9485317,140.618747796,131.711097656,0.391616095109,10.0953811445,101.916720453,1.61304667044,1.6130464748,1.61304627907,1.61344379436,1.61304667044,1.61145817475,-1.5,0.000794247840746,6.31E-07,0,0.0241708,12.3123,0,0.0388,3.11112,3.77873,3.77873,3,3,[3],25.6215576048,46.4570842197
NAT,1.62033762702,141,20.5250075,150.236818164,149.549045568,148.922124498,180,150.236818164,140.530192263,1.43215634071,15.0189526374,225.568938326,1.60764874738,1.60764836342,1.60764797972,1.60987172724,1.60764874738,1.60709300242,1.5,0.00111148992907,1.24E-06,195.547,0.0344868,0,0,0.05588,3.84735,3.94936,3.94707,1,1,[1],25.6521124575,59.8060743499
NES,1.64052843493,69,20.2723959176,160.257403654,159.793365878,159.32903726,180,160.257403654,142.29278876,0.0249832140062,12.1798119675,148.347819565,1.60961143218,1.60959711608,1.60958280298,1.61809124323,1.60961143218,1.59862155868,0.0760690894178,0.00678940987665,4.61E-05,609.739,0.0714408,0,0,0.1172,4.66101,6.17238,6.17238,2,2,[2],36.81942136,76.5664628475
NON,1.76031651074,69,18.8928762209,166.754936397,166.490674842,166.215267488,180,166.754936397,144.415967285,-0.973674683087,9.1996611965,84.6337661304,1.60885990736,1.6088592706,1.60885863432,1.61175698583,1.60885990736,1.60711625903,1.27375415578,0.00143194342315,2.05E-06,0,0,277.539,0.0343576,0,1.84836,6.10031,6.10031,0,0,[0],43.1559169156,84.3436089092
NPO,1.8668099289,190,17.8151194892,142.916073446,142.524669395,142.134337281,153.485967638,142.916073446,132.346179254,3.21E-17,10.569894192,111.72266323,1.61215447665,1.61215442639,1.61215437614,1.61272378691,1.61215447665,1.61186982152,0.707106781185,0.00040256314508,1.62E-07,0,0.00473538,0,0,0.00884,3.1114,3.34323,3.34323,1,1,[1],29.8993516111,42.6498279776
NPT,1.34234029171,221,24.7757160777,136.603473904,136.246098188,135.918213572,159.594001558,136.603473904,131.578255221,1.77390896344,10.3013273889,106.117345974,1.61295846072,1.61295845881,1.61295845689,1.61306958755,1.61295846072,1.6129028973,0.70710678117,7.86E-05,6.17E-09,0,0.116454,773.569,0,0.15632,3.17958,9.89043,5.75582,3,3,[3],17.5353967117,30.6039800033
NSI,1.87383602515,12,17.7483202909,167.381828512,166.990403104,166.587504198,180,167.381828512,146.702974927,-0.568696539554,11.2779575724,127.192327006,1.60995428001,1.60995412462,1.60995396921,1.61048818777,1.60995428001,1.60895483158,-0.702154665729,0.000707267695288,5.00E-07,0,0.00605179,0,0,0.01134,2.8682,3.45688,3.45688,1,1,[1],48.5650049978,101.671891414
OBW,1.26983997932,139,26.1902621501,133.051368861,132.913921621,132.790980105,159.754144911,133.051368861,129.993578627,3.79527997389,6.39681016118,40.9191802381,1.61145940673,1.61145821607,1.61145702455,1.6135357795,1.61145940673,1.60703868988,-0.882413022481,0.00195823183983,3.83E-06,886.309,0.151469,189.415,0,0.19234,4.78303,8.8607,8.8607,3,3,[3],14.7502435791,25.1921286182
OFF,1.70147061551,6,19.2751348104,148.967988241,148.844885789,148.724620497,163.17470882,148.967988241,142.791178127,0.907709628677,6.1265565698,37.5346954029,1.61039094664,1.6103908119,1.61039067718,1.6113093425,1.61039094664,1.60979581267,0.617870847565,0.000658820575171,4.34E-07,438.872,0.0736925,140.341,3.74E-05,0.11838,6.05051,6.49729,6.49729,3,3,[3],24.1947749939,48.1539545973
OSI,1.76965738481,139,18.7931529755,160.124758361,159.42211985,158.712241931,179.945919201,160.124758361,135.654548314,-0.116345806067,14.9023771839,222.080845732,1.60981717297,1.60981510082,1.60981302824,1.61231022555,1.60981717297,1.60637036558,-0.197466855317,0.00258266050927,6.67E-06,341.32,0.0435454,0,0,0.07706,5.88168,6.26238,6.26238,1,1,[1],39.4337988896,73.1901787778
OWE,1.70908723252,51,19.459183425,149.936022904,149.713691567,149.51092249,180,149.936022904,145.12053312,2.67539212077,8.55442156766,73.1781283573,1.60999112891,1.6099911125,1.6099910961,1.61021992054,1.60999112891,1.60973138366,-0.0270831475808,0.000229836186521,5.28E-08,0,0.0413673,352.891,0,0.0707,3.38543,5.21524,5.20125,2,2,[2],22.993601761,52.242283071
PAU,1.58569524897,229,20.9734133772,148.740045193,148.717478668,148.69510072,153.85455171,148.740045193,144.1927441,0.741596991342,2.60180456992,6.76938702006,1.60975804877,1.60975705948,1.60975607036,1.61295425293,1.60975804877,1.60721781891,0.240451916069,0.00178482583112,3.19E-06,142.81,0.0560514,246.968,0,0.08888,3.65948,10.08159,10.08159,3,3,[3],21.7204483011,60.3139497585
PCR,1.87082189638,12,17.7769150614,154.150867563,153.816847782,153.49532861,180,154.150867563,139.899871362,0.975004373812,10.3440778499,106.999946564,1.60961236741,1.60961205292,1.60961173835,1.6107870567,1.60961236741,1.60764638516,-0.708223941774,0.00100602858335,1.01E-06,116.635,0.0246417,88.6043,0.000149668,0.0461,3.79966,5.60181,4.73354,2,2,[2],30.6219727037,66.5472139036
PHI,1.63418891885,63,20.35103871,148.618558776,148.605110457,148.591628987,151.247724856,148.618558776,145.052536488,-0.262506828963,1.99683851963,3.98736407347,1.60915806777,1.60915803516,1.60915800255,1.60948202158,1.60915806777,1.60883411397,-2.57E-13,0.000323953805254,1.05E-07,0,0.0388084,254.916,0,0.06342,3.2511,5.00169,5.00169,3,3,[3],26.020405433,54.2460740303
PON,1.81326456063,29,18.3411966842,148.06723765,147.690263011,147.322939072,168.897212028,148.06723765,134.34821519,0.594909330753,10.6965249083,114.415645115,1.60966983557,1.60966948535,1.60966913528,1.61171546532,1.60966983557,1.60859458079,0.884487939281,0.00106202486912,1.13E-06,220.557,0.0257438,0,0,0.04668,3.89517,4.50165,4.50165,1,1,[1],24.8971209425,47.6460618482
PUN,1.49331856616,60,22.2708286769,138.970675354,138.722447879,138.47549758,153.879902895,138.970675354,127.165187202,0.17047335527,8.32353168974,69.2811797901,1.61161351302,1.61161312441,1.61161273565,1.61273861938,1.61161351302,1.6097075782,-0.81028696603,0.00111898197701,1.25E-06,737.871,0.0770637,0,0,0.11508,3.95386,4.98735,4.98129,3,3,[3],19.9387990741,39.0943282272
RHO,1.44222225171,229,23.0598591219,147.5018272,147.501217505,147.500607812,147.925928607,147.5018272,147.077725793,-1.57E-13,0.424101407058,0.179862003468,1.60932934093,1.60932934093,1.60932934093,1.60932934093,1.60932934093,1.60932934093,1.60777519626,7.67E-16,5.89E-31,745.306,0.121854,0,0,0.17574,3.66161,10.03077,9.10999,3,3,[3],22.7509512427,52.2812397601
RRO,1.78217928095,13,18.6611090716,152.730121039,151.92644404,151.120669044,180,152.730121039,127.1162744,0.0287398507751,15.6248471032,244.135846997,1.60902806777,1.60902726948,1.60902647143,1.61165278021,1.60902806777,1.60691236658,0.460498676068,0.00160303967508,2.57E-06,0,0.0214907,15.6944,0,0.0383,3.52279,3.86868,3.86868,2,2,[2],28.7051230292,50.6123314669
RSN,1.67673694056,12,19.8346211278,146.854935259,146.280811586,145.718860604,180,146.854935259,130.998169374,0.523374882288,13.1293506244,172.379847819,1.61174593178,1.61174465683,1.61174338189,1.61396032794,1.61174593178,1.60914359645,-0.00138405012928,0.00202725447253,4.11E-06,0,0.0253231,24.3679,0,0.04246,3.37038,4.26275,3.74508,2,2,[2],24.0820725977,45.1593465406
RTE,1.71212008877,12,19.4247133511,150.22623824,150.093023054,149.961633606,159.279676335,150.22623824,142.993205529,0.481109032792,6.36705554827,40.5393963548,1.60929763102,1.6092975656,1.60929750017,1.60979894882,1.60929763102,1.60869010555,-0.334782459712,0.000458870641995,2.11E-07,0,0.0490856,410.756,0,0.08404,3.57981,6.42419,6.35827,1,1,[1],22.2557355246,45.0747036244
RTH,1.60531482278,12,20.7170839483,150.159846013,150.023208597,149.8841309,156.805967319,150.159846013,137.96256898,-0.601905953633,6.34744940202,40.2901139113,1.6099570885,1.60995691751,1.60995674653,1.61077852078,1.6099570885,1.60911942524,-0.00820522689641,0.000741986610081,5.51E-07,583.696,0.0778294,0,0,0.12494,3.73944,7.63706,7.63477,1,1,[1],21.1414017773,42.136418156
RUT,1.80889969368,12,18.3854539106,148.927895972,148.814833828,148.700084638,155.935187077,148.927895972,137.817274584,-0.546300245681,5.75901160176,33.1662146292,1.61016110821,1.61016093523,1.61016076225,1.61122334444,1.61016110821,1.60909639068,-0.0505571785001,0.000746347459864,5.57E-07,0,0,255.939,0.031898,0,1.88258,5.4174,5.4174,0,0,[0],25.4975780848,38.9416994291
RWR,1.91578006645,141,17.3597390062,155.121390581,154.514265567,153.904343972,180,155.121390581,135.35673899,0.0417315383754,13.6893756752,187.399006378,1.60902865504,1.60902855508,1.60902845512,1.60959582359,1.60902865504,1.60846148649,-2.20E-13,0.000567168547641,3.22E-07,0,0.0112435,34.7658,0,0.02154,2.82901,3.92311,3.92108,1,1,[1],36.1818372776,70.6399623839
RWY,0.854625282735,217,38.9146478801,124.195733557,123.580500937,123.011738762,146.33547724,124.195733557,116.056614904,1.13681434065,12.8161617915,164.254003067,1.60348563947,1.60348563947,1.60348563947,1.60348563947,1.60348563947,1.60348563947,0.404743945406,8.72E-16,7.60E-31,2210.37,0.490627,0,0,0.4193,5.89361,14.00449,14.00449,3,3,[3],12.7023154467,27.2725112715
SAF,1.89556799731,72,17.5448424927,148.035848474,147.80586121,147.582105421,169.773037941,148.035848474,137.228705997,0.853163677225,8.36820789817,70.0269034269,1.61017781784,1.61017763693,1.61017745598,1.61099073026,1.61017781784,1.60896610633,-0.648651440283,0.000763206928853,5.82E-07,333.391,0.0437971,0,0,0.08302,5.73442,6.24034,6.24034,1,1,[1],24.7105100801,48.8219592823
SAO,1.41518774113,119,23.5003745301,141.767954369,141.638987447,141.513095304,155.295628542,141.767954369,134.406612319,0.892245910464,6.11957283251,37.4491716524,1.61101997193,1.61101985965,1.61101974735,1.61146103492,1.61101997193,1.61008366033,-0.858118927934,0.000601411833476,3.62E-07,1055.26,0.155627,0,0,0.22024,6.29866,8.22178,8.2031,3,3,[3],18.058074084,45.3929738209
SAS,1.4913067735,139,22.3008723208,151.396563116,151.380957785,151.365313692,155.13974809,151.396563116,148.078640298,-0.239750027923,2.17104303681,4.71342786769,1.62665669728,1.62665669454,1.62665669179,1.62675123505,1.62665669728,1.62656215952,4.40E-13,9.45E-05,8.94E-09,682.419,0.0970831,0,0,0.14478,3.81888,8.54766,8.50655,1,1,[1],24.459200301,61.4791953976
SAT,1.81922926733,1,17.8326127438,150.702981446,150.555345725,150.413958013,167.051672603,150.702981446,144.6127426,1.51219511737,6.81555628374,46.4518074569,1.60986714478,1.60986694085,1.60986673685,1.61047505503,1.60986714478,1.60847213376,-1.1134288674,0.0008101503606,6.56E-07,0,0.0587953,477.371,0.000412227,0.09984,2.84723,6.18033,6.18005,3,3,[3],25.3704779448,59.1540840701
SAV,1.45792759333,129,22.8114496901,149.012150107,148.984829437,148.957430916,154.594179739,149.012150107,143.155516824,-0.182367157052,2.84950779635,8.11969468145,1.62696847972,1.62696811334,1.62696774685,1.62774872482,1.62696847972,1.62542462486,-0.70698363997,0.00109169136501,1.19E-06,494.926,0.0966034,197.704,0,0.14084,3.70255,8.28251,8.26047,3,3,[3],25.8046022283,58.5854958196
SBE,1.37014940989,139,24.2728579138,144.496080723,144.45721492,144.418316561,150.36176718,144.496080723,139.452441941,-0.0446851160579,3.34967256551,11.2203062961,1.61044649461,1.6104452232,1.61044395184,1.6128666721,1.61044649461,1.60838728137,0.0622932637624,0.00202368902606,4.10E-06,826.717,0.172493,39.4931,0,0.23634,6.83474,12.09716,12.09716,3,3,[3],19.3137281022,47.8232353282
SBN,1.61086760457,176,20.6456706018,144.576164699,144.038871726,143.5478312,180,144.576164699,132.357576624,1.75394699932,13.0498379394,170.298270245,1.609685948,1.60968591703,1.60968588607,1.61007267275,1.609685948,1.6094281315,0.408248290465,0.000315759434025,9.97E-08,0,0.035658,198.249,0,0.05744,3.40289,4.41766,4.38953,2,2,[2],22.3559051205,50.7461650687
SBS,1.36886326864,176,24.2956639345,143.690624857,143.628464492,143.565971515,150.696924918,143.690624857,135.798669383,-0.224906830795,4.21535022638,17.769177531,1.60989706432,1.60989586226,1.60989466093,1.61308637265,1.60989706432,1.60785391605,0.744503860531,0.00196792749674,3.87E-06,978.741,0.177374,0,0.000350658,0.2428,6.86668,10.98105,10.92859,3,3,[3],18.6942799079,49.0682127963
SBT,1.36816400117,146,24.3080814278,143.736207221,143.673429317,143.61031005,150.676353886,143.736207221,135.852438188,-0.231489241579,4.23664969139,17.9492006076,1.61010361905,1.61010354431,1.61010346958,1.61081949566,1.61010361905,1.60943342548,0.13937560545,0.000490583091806,2.41E-07,972.995,0.175973,0,0.000362772,0.24254,6.94395,10.39668,10.39178,3,3,[3],18.5478413307,48.9796611732
SFE,1.68867948473,11,19.6943483045,159.696008364,159.004826623,158.29751915,180,159.696008364,135.991749239,-0.333269045969,14.664129166,215.036684198,1.60992259965,1.60992233709,1.60992207449,1.61122870551,1.60992259965,1.60857519943,-0.405817954415,0.000919383709115,8.45E-07,511.488,0.0637306,0,0,0.10762,5.81325,6.23954,6.23954,1,1,[1],36.5707301494,69.4724790785
