name,density,spg,volume,SiOSi_average,SiOSi_gmean,SiOSi_hmean,SiOSi_max,SiOSi_mean,SiOSi_min,SiOSi_skew,SiOSi_std,SiOSi_var,SiO_average,SiO_gmean,SiO_hmean,SiO_max,SiO_mean,SiO_min,SiO_skew,SiO_std,SiO_var,ASA,AV,NASA,NAV,VolFrac,largest_free_sphere,largest_included_sphere,largest_included_sphere_free,max_dim,min_dim,mode_dim,g_gbr,k_gbr
DFT,1.76724286779,131,18.818829349,152.51385678,152.299321134,152.088478825,164.768405867,152.51385678,145.119904989,0.483369259171,8.15372467802,66.483226125,1.61079719622,1.61079719622,1.61079719622,1.61079719622,1.61079719622,1.61079719622,1.53960071784,1.92E-16,3.70E-32,0,0.0195786,82.2551,0,0.0346,3.24695,4.1931,4.19251,1,1,[1],26.4404176998,65.0771713002
DOH,1.83128869443,10,18.5665726415,169.006826854,168.874060631,168.74099391,180,169.006826854,157.400025346,-0.043766607894,6.69068058175,44.7652066471,1.12622606365,0.195006466869,0.00472028228989,1.60965573992,1.12622606365,0.001419,-0.872868250679,0.736359445388,0.542225232813,0,0,284.17,0.0380321,0,2.22113,7.26343,7.26343,0,0,[0],34.7887915478,86.3752207958
DON,1.70828447584,63,19.4683276805,150.216199888,149.745666189,149.288662524,176.228944979,150.216199888,134.100452576,0.622535328426,12.0566854131,145.36366315,1.61031989464,1.61031951111,1.61031912767,1.61187349582,1.61031989464,1.60933240738,0.515030635077,0.00111152928613,1.24E-06,474.571,0.0810291,0,0,0.13842,7.67107,8.17415,8.17415,1,1,[1],21.8477888039,47.5302713429
EAB,1.59164774859,194,20.8949762764,149.91579307,149.813824714,149.711905751,156.914979648,149.91579307,143.325182371,0.00123556529439,5.52814601573,30.5603983713,1.60929114653,1.60929113914,1.60929113176,1.60950924044,1.60929114653,1.60918209958,0.707106781181,0.000154215681217,2.38E-08,0,0.0671006,543.875,0,0.1068,3.14057,6.62727,6.61446,2,2,[2],24.5730505254,54.9744368393
EDI,1.62239685873,115,20.4989560773,150.097549786,149.405226408,148.774421091,179.954306649,150.097549786,140.375124778,1.43301089817,15.0644012728,226.936185709,1.61013583274,1.61013583,1.61013582725,1.61018286376,1.61013583274,1.60994770869,-1.5,9.41E-05,8.85E-09,0,0.0344061,233.363,0,0.05582,3.03748,4.88186,4.48031,3,3,[3],24.3200360173,62.4213821383
EEI,1.78907184461,69,18.5892154343,158.208860631,157.874318739,157.543942812,180,158.208860631,143.07431977,0.337579975515,10.3477282403,107.075479736,1.60963094212,1.60962873104,1.60962651932,1.6132209381,1.60963094212,1.60493698712,-0.256632404282,0.00266758904371,7.12E-06,0,0,325.179,0.0394955,0,2.23772,6.18423,6.18423,0,0,[0],37.5428849487,76.4997875849
EMT,1.32894989947,176,25.0253541991,143.348936388,143.338868619,143.328864035,146.394112225,143.348936388,141.434976112,0.79784047734,1.70424349811,2.90444590087,1.61024912782,1.61024883897,1.6102485501,1.61144095031,1.61024912782,1.60894585608,-0.117256632442,0.000964472397452,9.30E-07,978.989,0.185937,52.1632,0.00644121,0.2471,6.96665,11.00104,11.00104,3,3,[3],18.727777451,40.1120104148
EON,1.6801316655,59,19.7945450525,150.542809147,150.31034525,150.09013216,180,150.542809147,140.188036357,1.62161658223,8.60158647898,73.9872899555,1.60979823603,1.60979778733,1.60979733843,1.61137398248,1.60979823603,1.60657787669,-0.870246734107,0.00120167341518,1.44E-06,310.077,0.0582933,103.424,0,0.09794,6.38739,7.26853,7.26853,2,2,[2],23.1867971951,58.4864579442
EPI,1.76438002911,12,18.8493643083,156.461893498,155.883450953,155.308129746,180,156.461893498,136.496780595,0.214985129322,13.4885353517,181.940585933,1.61053805008,1.6105372855,1.61053652057,1.61174051383,1.61053805008,1.60832186979,-0.69943949998,0.00156896944942,2.46E-06,0,0.0331563,251.089,0,0.0585,3.22497,4.92572,4.90283,2,2,[2],32.2610555891,67.5849503072
ERI,1.67503841476,194,19.6445324495,147.114426644,147.054188099,146.994327327,152.473541006,147.114426644,142.097854458,0.321937150586,4.22222377965,17.8271736454,1.60993405595,1.60993405588,1.6099340558,1.60995649024,1.60993405595,1.60992283881,0.707106781134,1.59E-05,2.52E-10,0,0.0729869,575.033,1.25E-05,0.11706,3.02119,6.29957,6.29512,3,3,[3],26.2218182571,55.6029938667
ESV,1.77093427427,62,18.7796026257,149.972250719,149.753643164,149.540400454,168.6577444,149.972250719,139.116767548,0.745353203558,8.19678569685,67.1872957601,1.60943432144,1.60943394909,1.60943357663,1.61045803992,1.60943432144,1.60748359235,-0.677949459702,0.00109461270419,1.20E-06,0,0.0326044,272.653,0.00109547,0.05774,3.26077,5.67049,5.65037,1,1,[1],22.7960235103,45.757150113
ETR,1.54146048039,173,21.5752803073,141.640979857,141.614035051,141.587091682,146.131801872,141.640979857,137.304383047,0.0169700983791,2.76271058079,7.63256975323,1.61081522866,1.61081478304,1.61081433719,1.61186817557,1.61081522866,1.6087787787,-1.02397088501,0.00119786904067,1.43E-06,459.302,0.0871256,149.343,0.0177884,0.1343,8.92233,9.61116,9.61116,1,1,[1],20.3791575484,47.6546429956
EUO,1.70843821843,67,19.4665757229,158.234250889,157.918673428,157.603695622,180,158.234250889,142.966987467,0.128858429397,10.0017013217,100.034029329,1.60964866564,1.60964577946,1.60964289152,1.61384124762,1.60964866564,1.60306786694,-0.481506433134,0.00304726086744,9.29E-06,476.755,0.0560164,0,0,0.0957,4.54296,6.26105,5.92812,1,1,[1],34.9357340847,77.8947499266
EZT,1.71604253974,74,19.3803132364,145.506724374,145.355942875,145.203727682,154.886017923,145.506724374,134.318135187,-0.266845342215,6.59171003659,43.4506412064,1.61050330967,1.61050316042,1.61050301116,1.61129886527,1.61050330967,1.60952496875,-0.189790737123,0.000693343104185,4.81E-07,519.975,0.0622249,0,0,0.10678,5.61065,5.90376,5.90376,1,1,[1],21.8019427038,42.5028000616
FAR,1.76999470555,176,18.6177729266,156.34347064,155.993930293,155.643140065,173.350746596,156.34347064,139.540823763,-0.0202022946486,10.4310300749,108.806388424,1.60805182513,1.60805155748,1.6080512898,1.60908591732,1.60805182513,1.60681111698,-0.229674934673,0.000927751390008,8.61E-07,0,0,322.086,0.0382495,0,2.07,5.89378,5.55111,0,0,[0],32.4350565117,63.792461652
FER,1.75102229041,71,18.9931573853,157.809977753,157.544102508,157.291844359,180,157.809977753,150.074630745,1.40623249649,9.40105039661,88.3797485597,1.60954714563,1.60954713048,1.60954711533,1.6100973581,1.60954714563,1.6092870321,1.35462682218,0.000220862802559,4.88E-08,193.88,0.0394172,164.368,0,0.06902,4.28927,5.42254,5.14248,2,2,[2],34.735277085,78.0245006325
FRA,1.64421568399,147,19.9726403993,164.32463599,164.299929427,164.27622556,176.085217418,164.32463599,162.612259758,3.62705250478,2.90931485829,8.46411294468,1.63404577372,1.63404540721,1.63404504064,1.63565168603,1.63404577372,1.63211230959,-0.337440329712,0.00109436109096,1.20E-06,0,0,374.241,0.0461696,0,2.2811,6.02987,6.02444,0,0,[0],34.4988371198,88.9573761617
GIS,1.63599168552,141,20.3286130616,149.855190149,149.855174405,149.855158661,149.923881962,149.855190149,149.786498336,3.10E-13,0.0686918131323,0.0047185651914,1.60956009176,1.60956009176,1.60956009176,1.60956009176,1.60956009176,1.60956009176,0.341518781328,3.42E-16,1.17E-31,0,0.035037,208.014,0,0.05732,2.87959,4.5682,4.5682,3,3,[3],27.5577419469,57.4790036449
