,cif,pld,lcd,asa,av,psd mean,psd std,n_paths,paths mean,paths std,xdim,ydim,zdim,n_channels
18,APC,2.4765625,4.800000190734863,10982.240000000002,7025.3200000000015,1.0631635189056396,0.5364097356796265,5124.0,2.013571416055692,0.5597998555485423,16.7,38.7,20.0,1.0
19,APD,2.6171875,5.827520847320557,10997.090000000002,6878.697000000002,1.1897441148757935,0.5943199396133423,4081.0,1.8472612278753855,0.3939545083493612,16.2,39.9,19.8,1.0
20,AST,1.7734375,7.7794599533081055,14386.900000000003,10019.551000000003,1.4256912469863892,0.8645613789558411,4836.0,1.5254301350448929,0.22235253237081282,26.0,26.0,25.8,1.0
21,ASV,4.3046875,5.374011516571045,8084.520000000001,3465.5410000000006,0.842984139919281,0.41323500871658325,874.0,1.4612206823091085,0.2231795279117453,16.8,16.8,26.4,1.0
22,ATN,4.1640625,7.46726131439209,5248.540000000001,3020.971000000001,1.2575942277908325,0.6804505586624146,5096.0,2.5975954920452446,0.6867473413709185,24.9,24.9,9.3,1.0
23,ATO,5.4296875,5.727128505706787,14420.740000000003,8702.076000000003,1.1225624084472656,0.5917661190032959,47840.0,4.041914442940416,1.2944420659763756,42.2,36.6,10.3,1.0
24,ATS,6.8359375,7.3375749588012695,8109.810000000001,5794.7530000000015,1.3935738801956177,0.7735208868980408,9396.0,3.9802971718064977,1.3600788663785688,25.2,42.6,9.3,1.0
25,ATT,1.3515625,6.086049556732178,4336.550000000001,2693.774000000001,1.116275668144226,0.5950758457183838,2241.0,1.492533407371448,0.20958992154797418,19.7,13.8,18.1,1.0
26,ATV,2.0546875,4.732863903045654,8223.7,4039.255000000001,1.0313962697982788,0.44450661540031433,3080.0,1.877015053782653,0.36802235347858553,15.9,29.5,18.0,1.0
27,AVL,2.3359375,7.2801103591918945,17880.380000000005,13061.151000000003,1.2691569328308105,0.7823327779769897,858.0,1.450576556674958,0.17551262983939678,26.8,23.3,34.8,1.0
28,AWO,1.7734375,5.314131736755371,18148.060000000005,9779.518000000002,0.9285339117050171,0.5586716532707214,13585.0,1.478804070656191,0.14086004882061212,17.0,30.4,37.0,1.0
29,AWW,4.1640625,8.588364601135254,9190.080000000002,6446.636000000001,1.3067705631256104,0.9157556295394897,8178.0,1.9714126324351091,0.46504166999752095,27.6,27.6,14.6,1.0
30,BCT,2.7578125,3.9344630241394043,2517.7200000000007,1229.8790000000004,0.9205723404884338,0.45833513140678406,2176.0,2.3815117514333215,0.6393983914181917,16.7,16.7,9.3,1.0
31,BEA,5.7109375,6.910861015319824,27235.680000000004,20350.271000000004,1.2596125602722168,0.8107489943504333,2816.0,1.4595940177473345,0.09808386333727231,25.3,25.3,52.5,1.0
32,BEC,5.8515625,6.896376132965088,11010.510000000002,9057.814000000002,1.4163511991500854,0.9510591626167297,9685.0,1.7781161269392562,0.3181277949165749,24.6,24.6,24.6,1.0
33,BIK,3.4609375,4.80832576751709,3983.900000000001,2132.0330000000004,1.1053459644317627,0.473036527633667,1332.0,3.5468941835726886,1.4610883289169099,14.1,31.9,9.3,1.0
34,BOF,1.6328125,5.635601043701172,9149.190000000002,5349.224000000001,1.0989372730255127,0.6430860161781311,324.0,1.5149143517444046,0.14966945059909484,15.0,24.4,27.4,1.0
35,BOG,4.8671875,9.29946231842041,35990.96000000001,26417.198000000008,1.287734866142273,0.9110932350158691,31464.0,2.2251449709169986,0.5313139248822506,38.8,47.2,24.7,1.0
36,BOZ,4.7265625,8.655633926391602,37223.44000000001,36623.11100000001,1.6699413061141968,0.979947566986084,37101.0,1.93522187375779,0.5223309555497019,27.3,71.3,28.3,1.0
37,BPH,5.9921875,9.433980941772461,11470.270000000002,8284.386000000002,1.2445389032363892,0.8171035647392273,17280.0,1.7703734224238794,0.2267226149406231,26.5,21.5,24.5,1.0
38,BRE,2.7578125,5.768881797790527,6600.380000000001,3601.382000000001,1.0421552658081055,0.528063952922821,18774.0,2.2685262479677792,0.6041574540540281,13.4,34.5,14.8,1.0
39,BSV,3.7421875,5.495452404022217,38275.270000000004,21707.367000000006,1.0244126319885254,0.6158059239387512,32470.0,1.7090182016456192,0.17563682579122677,34.6,34.6,34.4,1.0
40,CAN,5.8515625,6.118823051452637,4399.52,2801.3730000000005,1.2338483333587646,0.6199884414672852,1152.0,2.8774181625547217,0.8639761682601329,25.3,21.1,9.3,1.0
41,CAS,2.3359375,4.955804824829102,8685.070000000002,4715.2530000000015,1.0191713571548462,0.5166545510292053,216.0,1.4781045563084305,0.12209646801232911,9.5,28.4,33.7,1.0
42,CDO,3.3203125,5.660388469696045,13443.650000000003,7736.938000000002,1.0425896644592285,0.5283145308494568,2537.0,1.75192489603611,0.31002681759922535,14.2,36.3,28.3,1.0
43,CFI,2.3359375,7.758866310119629,13748.910000000003,8500.626000000002,1.0445013046264648,0.7092704772949219,1612.0,1.5188937566112992,0.06138893100278744,27.0,10.9,51.2,1.0
44,CGF,2.8984375,5.685068130493164,13659.780000000002,7364.268000000002,1.0302248001098633,0.5665965676307678,6800.0,2.709933993630199,0.7766449973567501,31.2,32.6,14.2,1.0
45,CGS,2.8984375,6.390618324279785,12650.180000000002,8466.979000000001,1.1353338956832886,0.6743729710578918,6020.0,1.6434507628321169,0.17255180996743374,17.2,27.8,31.0,1.0
46,CHA,3.6015625,7.730459690093994,14841.110000000002,11423.624000000003,1.3070893287658691,0.8002454042434692,1564.0,1.6094903507101759,0.22769065981593503,27.7,24.0,28.1,1.0
47,CHI,1.3515625,5.0,12208.460000000003,5442.050000000001,0.7422049045562744,0.48468008637428284,5328.0,3.015646747562448,1.1740527204574698,10.1,62.6,18.0,1.0
48,CLO,6.1328125,15.579473495483398,78284.18000000002,90990.45700000002,1.8732562065124512,1.1626379489898682,5100.0,1.4786079553967901,0.1539211520755791,50.7,50.7,50.5,1.0
49,CON,5.4296875,7.4242844581604,21687.970000000005,16409.733000000004,1.3180291652679443,0.8822647333145142,9680.0,2.1084635612100953,0.4815187559217703,45.7,25.6,23.5,1.0
50,CSV,5.1484375,8.609296798706055,8310.260000000002,5655.688000000001,1.2058601379394531,0.801396906375885,8200.0,2.1898134919635774,0.3152558762484267,26.3,21.8,17.0,1.0
51,CZP,3.4609375,4.83735466003418,9874.790000000003,4350.081000000001,0.7773436903953552,0.49277547001838684,1620.0,1.672918664920254,0.10253605173019559,19.1,16.3,29.9,1.0
52,DAC,3.4609375,5.57135534286499,8734.590000000002,5080.522000000001,1.1512237787246704,0.600185751914978,5724.0,2.066013237670573,0.4979795221831019,37.4,14.1,18.2,1.0
53,DDR,2.4765625,8.0,49855.18000000001,30310.660000000007,1.154392123222351,0.6932060122489929,2156.0,1.3387566950908638,0.06729237351223732,27.9,24.2,81.3,1.0
54,DFO,7.1171875,11.180339813232422,51935.77000000001,41270.59500000001,1.3552354574203491,0.9750720262527466,17658.0,1.6990326272899339,0.23891878594015956,44.3,37.0,41.2,1.0
55,DFT,3.6015625,5.083306312561035,2845.9000000000005,1292.5270000000003,0.895134687423706,0.5114268660545349,1122.0,1.4479045047540953,0.25234970303891147,12.9,12.9,16.6,1.0
56,DOH,2.6171875,7.784600257873535,12953.660000000002,8296.951000000003,1.3572496175765991,0.6695501804351807,7728.0,1.740347575808315,0.2740228852622917,28.7,23.6,21.8,1.0
57,DON,8.1015625,8.756711959838867,23737.310000000005,16266.229000000003,1.159481406211853,0.7590953707695007,14875.0,3.011926896600992,0.8903678692621037,36.8,45.6,16.9,1.0
58,EAB,2.4765625,7.274613380432129,14064.590000000002,10145.423000000003,1.3394794464111328,0.8145406246185303,750.0,1.430557731812994,0.156346771275126,25.2,22.9,29.9,1.0
59,EDI,3.3203125,5.517245769500732,1566.2300000000002,1277.9300000000003,1.4501564502716064,0.6948097348213196,75.0,1.7879046260868499,0.3636805100496964,12.9,12.9,12.2,1.0
60,EEI,2.0546875,6.907966613769531,74465.25000000001,44228.92800000001,1.1728395223617554,0.6214667558670044,127786.0,1.8342705872031266,0.2978574610890646,26.8,70.5,43.8,1.0
61,EMT,7.2578125,11.426285743713379,40778.990000000005,37728.14400000001,1.5264787673950195,1.142545223236084,16302.0,1.3556083450824055,0.1000099945142825,34.8,29.6,55.9,1.0
62,EON,1.7734375,7.766595363616943,24709.580000000005,17064.223000000005,1.2529691457748413,0.7410703897476196,3016.0,1.3770066822621552,0.09551738399606073,15.5,36.5,51.8,1.0
63,EPI,3.4609375,5.827520847320557,9135.090000000002,5621.045000000001,1.1967672109603882,0.607463002204895,1620.0,2.314804297173986,0.53232564679126,18.6,33.7,16.3,1.0
64,ERI,3.3203125,6.945502281188965,14788.400000000003,10457.837000000003,1.2243090867996216,0.8114585876464844,4532.0,1.5250293058714472,0.19008610245576116,26.5,23.0,29.0,1.0
65,ESV,1.6328125,6.452906131744385,19136.780000000002,11774.366000000004,1.163550853729248,0.6452916264533997,21037.0,1.5144335464365402,0.10521865785644806,19.7,24.1,45.1,1.0
66,ETR,9.3671875,10.241093635559082,19165.580000000005,15323.859000000004,1.3318955898284912,0.8568305969238281,28200.0,2.741520861149643,0.6776261603644159,41.6,35.7,16.8,1.0
67,EUO,2.4765625,7.313002109527588,42676.560000000005,28228.321000000007,1.216424822807312,0.7289908528327942,24700.0,1.6491284410654892,0.24387393214625222,26.9,46.1,40.4,1.0
68,EWT,5.9921875,8.15352725982666,30012.570000000007,24363.650000000005,1.2503141164779663,0.8286775946617126,20000.0,2.0877672698535314,0.3453689592615727,40.0,34.6,28.3,1.0
69,EZT,1.9140625,6.590902805328369,17746.270000000004,11632.976000000002,1.1712946891784668,0.7686763405799866,2244.0,1.54659298288205,0.1250223890457031,19.5,24.8,43.0,1.0
70,FAR,2.1953125,6.899275302886963,35055.560000000005,22965.417000000005,1.2610818147659302,0.6776391267776489,2880.0,1.2622895008765256,0.07207923920890907,25.6,22.2,70.7,1.0
71,FAU,7.1171875,11.196428298950195,78109.44000000002,78119.83400000002,1.7168258428573608,1.253881812095642,38021.0,1.5591433728124617,0.1425949795024205,49.0,49.0,48.8,1.0
72,FER,4.5859375,6.462197780609131,12775.080000000002,7493.694000000002,1.1313260793685913,0.5972801446914673,13530.0,2.6391332264450837,0.7203218866127163,36.8,27.6,13.9,1.0
73,FRA,2.6171875,6.907966613769531,26353.880000000005,18974.694000000003,1.3869342803955078,0.7160285115242004,5110.0,1.3055333517113008,0.09067407919858683,26.2,22.7,53.1,1.0
74,GIS,3.1796875,5.403702735900879,5778.490000000001,4026.364000000001,1.1444522142410278,0.6154341697692871,2346.0,1.6561021426875377,0.30875489694743935,18.4,19.5,19.5,1.0
75,GIU,2.1953125,6.841052055358887,41208.29000000001,26140.560000000005,1.1996062994003296,0.6426596641540527,2745.0,1.2034124287420833,0.06933102465202215,25.5,22.1,81.8,1.0
76,GME,6.9765625,8.084553718566895,9466.420000000002,7678.181000000001,1.3077574968338013,0.7986820340156555,1080.0,2.0474327771520597,0.4581895954091935,27.7,23.1,19.3,1.0
77,GON,5.4296875,6.352952003479004,11793.050000000003,6687.0430000000015,1.0396965742111206,0.5523529648780823,17956.0,3.9137879791069197,1.324485177706488,31.9,39.2,10.2,1.0
78,GOO,2.7578125,4.690415382385254,13110.340000000002,6992.393000000002,0.9479057788848877,0.5147178173065186,3358.0,1.5112581556402178,0.10825060239161965,17.6,22.4,34.4,1.0
79,HEU,3.4609375,6.209670066833496,13866.010000000002,8559.475000000002,1.155853033065796,0.622536301612854,61952.0,3.1602524663720986,0.8772624120296181,35.3,34.1,13.0,1.0
80,IFO,1.6328125,7.735631465911865,13372.330000000002,8004.453000000002,1.0664598941802979,0.7458814978599548,767.0,1.540882935652899,0.09352990677069391,32.3,10.2,44.1,1.0
81,IFR,6.2734375,7.496665954589844,11761.810000000003,7570.693000000002,1.2366082668304443,0.8390697836875916,6512.0,2.478718033638627,0.710905302979495,37.3,25.7,14.3,1.0
82,IFU,5.9921875,10.860939025878906,50619.53000000001,52027.962000000014,1.6938117742538452,1.2558077573776245,18848.0,2.0360308645495246,0.3782795051446416,50.9,50.0,30.5,1.0
83,IFW,5.5703125,9.635351181030273,24995.600000000006,18387.534000000003,1.331843614578247,0.8261261582374573,55568.0,2.4093401346638372,0.5622998495521001,43.6,35.5,20.1,1.0
84,IFY,2.0546875,6.873136043548584,17346.360000000004,11276.517000000003,1.1501195430755615,0.6686762571334839,6400.0,1.8516199221232699,0.39310720786285985,29.9,29.9,22.5,1.0
85,IHW,3.4609375,7.090839385986328,42900.69000000001,24998.489000000005,1.1057050228118896,0.6129938364028931,22310.0,1.7047744259517426,0.232960756815025,26.5,48.2,36.8,1.0
86,IMF,5.0078125,7.302054405212402,109553.11000000002,70993.58900000002,1.2079393863677979,0.7231608033180237,50764.0,2.285425634143233,0.7416842899171944,27.6,113.7,40.7,1.0
87,IRN,2.6171875,9.099451065063477,34082.990000000005,26166.873000000007,1.4967963695526123,0.8880032896995544,70336.0,1.6974016239457002,0.1875365129350325,38.3,36.0,31.7,1.0
88,IRR,11.8984375,14.348518371582031,21532.190000000006,22324.422000000006,1.4962323904037476,1.26943039894104,10300.0,2.0580821426003384,0.32467060220345245,38.4,31.8,26.9,1.0
89,IRY,8.6640625,11.174971580505371,33122.21000000001,36567.99900000001,1.5534614324569702,1.3633242845535278,2964.0,1.3898363170614307,0.07939768010999831,32.2,26.6,61.2,1.0
90,ISV,6.2734375,6.896376132965088,24771.480000000003,17904.259000000005,1.2049896717071533,0.8010675311088562,4620.0,1.3534540870148224,0.1422629613713532,24.6,24.6,50.2,1.0
91,ITE,2.6171875,8.190237998962402,26388.950000000004,18455.857000000004,1.3359977006912231,0.844377338886261,2116.0,1.5348372777363881,0.18144864397340774,40.3,19.6,39.9,1.0
92,ITG,5.0078125,8.34505844116211,22624.300000000003,14747.957000000004,1.1412291526794434,0.7252214550971985,15120.0,1.5808823227574658,0.11235513534240274,25.8,24.2,41.8,1.0
93,ITH,4.8671875,7.5418829917907715,21839.850000000006,12381.809000000003,1.0298596620559692,0.5704888105392456,6696.0,1.4640689474755422,0.14044429537184655,24.0,22.4,43.6,1.0
94,ITN,4.5859375,7.034201622009277,22036.570000000003,15892.138000000004,1.2314256429672241,0.7743213772773743,57776.0,2.143669519526666,0.5410376623011677,48.7,25.4,21.8,1.0
95,ITR,3.4609375,6.648307800292969,43386.57000000001,26372.284000000007,1.0901343822479248,0.6709375381469727,33864.0,1.5497514448319156,0.19838859560217187,22.4,44.3,48.9,1.0
96,ITT,11.8984375,13.429817199707031,18689.760000000002,17347.481000000003,1.4587814807891846,1.1943209171295166,33264.0,2.25993112682559,0.47587217084595984,38.1,31.5,22.1,1.0
97,ITV,6.8359375,12.921299934387207,81988.00000000001,106251.03900000002,1.6960457563400269,1.1791902780532837,21120.0,1.8599576658490633,0.2647486077533409,52.9,52.9,52.7,1.0
98,ITW,3.8828125,4.907137870788574,9144.770000000002,5455.1100000000015,1.0809439420700073,0.5933056473731995,10150.0,2.0907018088765335,0.4921020638879254,21.2,28.9,16.5,1.0
99,IWR,5.8515625,7.391887664794922,20157.530000000002,15009.807000000004,1.281097412109375,0.8579168319702148,10285.0,1.991486824655659,0.4461160700103689,41.3,25.5,24.2,1.0
100,IWS,6.5546875,8.212186813354492,47768.14000000001,42000.27200000001,1.4549111127853394,1.0023685693740845,52954.0,2.54642951294798,0.6678861348515518,52.4,52.4,24.6,1.0
101,IWV,6.8359375,8.499411582946777,55784.570000000014,45453.07800000001,1.4435189962387085,0.9519186615943909,70358.0,2.4866521458580824,0.5426714484067009,54.5,51.2,26.7,1.0
102,IWW,6.1328125,7.068238735198975,43424.16000000001,29305.878000000008,1.1863304376602173,0.708354651927948,113652.0,2.8799696310947556,0.95621139444691,83.6,25.7,24.0,1.0
103,JBW,1.4921875,4.242640495300293,2030.9800000000005,1012.1920000000002,0.9440031051635742,0.4587991237640381,200.0,1.5854480587779038,0.19576229679639967,9.5,13.7,15.6,1.0
