,cif,pld,lcd,asa,av,psd mean,psd std,n_paths,paths mean,paths std,xdim,ydim,zdim
AFY,AFY,6.7216796875,8.604649905719581,3797.1600000000008,2536.390000000001,2.4058315932213796,0.7970677067131837,455.0,2.099595771994949,0.47743567337590215,25.1,20.9,17.3
AHT,AHT,3.9443359375,5.0,3631.1900000000005,1224.0530000000003,1.5155174362016262,0.4208405590063021,81.0,2.1333138121375037,0.5870021192697247,31.8,19.9,16.7
ANA,ANA,2.4326171875,4.2047592083257275,6994.470000000001,1440.1490000000003,1.4717874594724791,0.25133964598202607,320.0,1.659002076018582,0.12946535071585402,26.5,26.5,26.3
APC,APC,2.6787109375,4.538722287164086,5979.660000000001,1944.3290000000004,1.638212716762612,0.3394688580564717,528.0,2.128750221941332,0.29738495558910427,17.9,39.6,20.5
APD,APD,2.3447265625,4.9396356140913875,4351.140000000001,1278.0450000000003,1.5625655985487021,0.39860051384858236,304.0,2.1685668098322055,0.46104624751013645,15.5,40.3,19.5
AST,AST,1.7998046875,7.4,3649.390000000001,2136.8950000000004,2.9802462145514514,0.48084517822978246,0.0,nan,nan,26.7,27.1,26.5
ASV,ASV,4.5068359375,5.287721626560915,654.5300000000001,298.7950000000001,2.382431658349241,0.1290386463143988,8.0,1.0097716328601338,0.002259107689105882,16.4,16.4,27.7
ATN,ATN,3.9619140625,5.775811631277461,1486.4700000000003,614.3570000000002,2.004520735336162,0.5215896381117975,40.0,1.1270379809078044,0.02828537463675025,24.7,24.7,10.5
ATO,ATO,5.7548828125,5.9531504264548865,4537.840000000001,1678.1580000000004,1.6515036303864534,0.6220990474976372,324.0,3.8151410487170256,1.364117167864699,40.1,35.2,10.3
ATS,ATS,7.0029296875,7.4,4361.330000000001,2413.9680000000008,1.9111911284521013,0.7539380157546408,280.0,2.1787206449082035,0.7325884423085776,25.1,43.3,10.5
ATT,ATT,1.5185546875,5.6674509261219015,1952.1200000000003,679.6910000000001,1.685198434688768,0.3623947612104671,0.0,nan,nan,19.5,14.0,18.7
ATV,ATV,2.0634765625,4.68187996428785,2657.6100000000006,580.8610000000001,1.3303650205499968,0.3066525829285435,224.0,1.9828008264127626,0.44165829403255347,15.4,30.2,18.9
AVL,AVL,2.5029296875,7.194442299441979,7642.300000000001,4291.700000000001,2.084391656564477,0.7352548098505158,132.0,1.5629330404730042,0.24636609014107277,25.1,22.9,35.3
AWO,AWO,1.8349609375,5.0517323761260355,6157.380000000001,1975.7910000000004,1.5913027419073398,0.3735449398653856,0.0,nan,nan,16.7,30.3,37.1
AWW,AWW,3.9619140625,7.381056834898374,3246.2100000000005,1913.2830000000004,2.605551271455737,0.4858955185348741,10.0,1.0367493132049646,0.03694163740494854,27.3,27.3,14.5
BCT,BCT,2.6083984375,3.3941125496954276,587.6900000000002,79.05500000000002,1.23953821542213,0.1229538188091028,12.0,1.1185793478278685,0.03167802972221031,17.6,16.1,10.3
BEA,BEA,6.2119140625,6.752777206453653,9461.160000000002,7816.391000000001,2.7621128302182734,0.4147772416028461,42.0,1.7192357556812183,0.0666896605230361,25.2,25.2,52.3
BEC,BEC,6.5986328125,7.093659140387279,4775.4400000000005,4319.896000000001,2.818317539874456,0.7118293534286686,280.0,1.7471238005512824,0.3572258288651672,24.5,24.5,24.7
BOF,BOF,1.6767578125,5.2839379254491625,3169.390000000001,1300.5350000000003,2.034865619357085,0.25931647801678437,0.0,nan,nan,15.2,25.8,25.5
BOG,BOG,5.0517578125,8.637129152675673,15811.370000000003,11656.304000000002,2.4972646026123564,0.8741030702742425,340.0,3.4618269297840762,0.22490540320605568,40.3,47.4,24.5
BOZ,BOZ,4.9638671875,8.928605714219886,27240.860000000004,17689.565000000006,2.294246840515661,0.7775407317472612,2600.0,2.176052502330212,0.6407944916319501,28.5,71.8,27.7
BPH,BPH,6.4052734375,9.674709297958259,5182.240000000001,3194.7350000000006,2.2830012182406962,0.8854658620453468,297.0,1.7563113142769262,0.32692786993653294,26.6,21.7,24.3
BRE,BRE,3.3994140625,5.8,2473.1300000000006,837.5310000000002,1.6953456607416655,0.44704775154710674,36.0,1.3365777364027247,0.16965045450134228,13.3,34.1,15.3
BSV,BSV,3.9794921875,5.2839379254491625,15898.620000000003,6492.106000000002,1.9918255526947735,0.351923968816109,156.0,1.8242550714148995,0.1779516744731668,34.8,34.7,34.7
CAN,CAN,5.8251953125,6.105735008989499,2139.4800000000005,720.1500000000002,1.622245530572058,0.5224055110823209,315.0,2.6407953154397674,0.7994753427597124,23.3,21.5,10.5
CDO,CDO,3.3994140625,5.727128425310541,4019.370000000001,1480.9340000000004,1.6804667137433036,0.44867622662825535,22.0,1.3195310410360714,0.1825469991511832,15.2,35.5,28.1
CFI,CFI,1.7998046875,7.639371701913712,4968.920000000001,2287.9390000000008,1.7842985366322301,0.6816974736054141,0.0,nan,nan,28.0,10.5,51.5
CGF,CGF,3.2236328125,6.0,4321.650000000001,1619.8140000000003,1.8181307026956492,0.4930594240859797,308.0,1.723451610131393,0.4905777031760482,31.2,32.4,14.7
CGS,CGS,3.0478515625,6.019966777316965,6143.810000000001,2944.828000000001,1.90388985095359,0.5208379542379253,132.0,1.8722687285517385,0.03791123300648501,17.3,28.7,31.1
